g_id,src,dst,label
image19_41,1,4,19
image19_41,2,7,19
image19_41,2,3,19
image19_41,3,5,19
image19_41,3,6,19
image19_41,4,6,19
image19_41,5,7,19
image19_8,0,2,19
image19_8,0,3,19
image19_8,1,5,19
image19_8,2,4,19
image19_8,3,5,19
image19_8,1,4,19
image10_12,0,1,10
image10_12,0,4,10
image10_12,1,3,10
image10_12,1,2,10
image10_12,3,5,10
image5_4,0,1,5
image5_4,0,4,5
image5_4,1,14,5
image5_4,2,16,5
image5_4,2,12,5
image5_4,3,11,5
image5_4,3,14,5
image5_4,3,4,5
image5_4,4,10,5
image5_4,5,13,5
image5_4,5,18,5
image5_4,6,18,5
image5_4,6,13,5
image5_4,7,17,5
image5_4,7,11,5
image5_4,7,10,5
image5_4,8,17,5
image5_4,8,15,5
image5_4,9,16,5
image5_4,9,12,5
image5_4,10,15,5
image3_47,0,4,3
image3_47,0,12,3
image3_47,1,16,3
image3_47,1,19,3
image3_47,1,14,3
image3_47,2,7,3
image3_47,2,8,3
image3_47,3,15,3
image3_47,3,16,3
image3_47,4,18,3
image3_47,4,15,3
image3_47,5,18,3
image3_47,5,11,3
image3_47,6,19,3
image3_47,6,20,3
image3_47,7,13,3
image3_47,8,10,3
image3_47,9,17,3
image3_47,9,18,3
image3_47,10,12,3
image3_47,10,20,3
image3_47,11,17,3
image3_47,12,14,3
image3_47,13,16,3
image3_47,13,21,3
image3_47,14,20,3
image3_47,19,21,3
image21_25,0,8,21
image21_25,0,4,21
image21_25,1,9,21
image21_25,2,11,21
image21_25,2,10,21
image21_25,3,8,21
image21_25,3,7,21
image21_25,3,4,21
image21_25,4,6,21
image21_25,5,10,21
image21_25,5,11,21
image21_25,6,7,21
image21_25,9,12,21
image22_20,0,2,22
image22_20,1,5,22
image22_20,1,2,22
image22_20,2,4,22
image22_20,3,4,22
image22_20,3,5,22
image22_20,4,5,22
image22_20,3,6,22
image17_31,0,2,17
image17_31,0,4,17
image17_31,1,5,17
image17_31,1,6,17
image17_31,2,5,17
image17_31,2,6,17
image17_31,4,6,17
image22_22,0,1,22
image22_22,0,3,22
image22_22,0,2,22
image15_34,0,2,15
image15_34,0,22,15
image15_34,1,9,15
image15_34,1,11,15
image15_34,2,18,15
image15_34,2,20,15
image15_34,3,12,15
image15_34,3,23,15
image15_34,4,15,15
image15_34,4,23,15
image15_34,5,8,15
image15_34,5,12,15
image15_34,6,23,15
image15_34,6,7,15
image15_34,7,16,15
image15_34,8,21,15
image15_34,8,19,15
image15_34,9,17,15
image15_34,10,19,15
image15_34,10,16,15
image15_34,11,22,15
image15_34,12,13,15
image15_34,13,21,15
image15_34,14,16,15
image15_34,14,15,15
image15_34,17,18,15
image22_3,0,4,22
image22_3,0,3,22
image22_3,1,5,22
image22_3,1,2,22
image22_3,1,3,22
image22_3,3,6,22
image22_3,4,5,22
image22_3,4,6,22
image22_16,0,2,22
image22_16,1,5,22
image22_16,1,2,22
image22_16,2,4,22
image22_16,3,4,22
image22_16,3,5,22
image22_16,4,5,22
image22_14,0,2,22
image22_14,1,5,22
image22_14,1,2,22
image22_14,2,4,22
image22_14,3,4,22
image22_14,3,5,22
image22_14,4,5,22
image16_40,0,4,16
image16_40,0,10,16
image16_40,0,11,16
image16_40,1,5,16
image16_40,1,8,16
image16_40,2,11,16
image16_40,2,6,16
image16_40,3,9,16
image16_40,3,4,16
image16_40,4,8,16
image16_40,5,7,16
image16_40,6,10,16
image16_40,7,9,16
image6_3,0,6,6
image6_3,1,3,6
image6_3,1,7,6
image6_3,2,7,6
image6_3,4,5,6
image6_3,6,7,6
image13_49,0,11,13
image13_49,0,4,13
image13_49,1,7,13
image13_49,2,3,13
image13_49,2,5,13
image13_49,2,6,13
image13_49,3,10,13
image13_49,4,7,13
image13_49,6,8,13
image13_49,7,8,13
image13_49,8,9,13
image15_33,0,2,15
image15_33,0,22,15
image15_33,1,9,15
image15_33,1,11,15
image15_33,2,18,15
image15_33,2,20,15
image15_33,3,12,15
image15_33,3,23,15
image15_33,4,15,15
image15_33,4,23,15
image15_33,5,8,15
image15_33,5,12,15
image15_33,6,23,15
image15_33,6,7,15
image15_33,7,16,15
image15_33,8,21,15
image15_33,8,19,15
image15_33,9,17,15
image15_33,10,19,15
image15_33,10,16,15
image15_33,11,22,15
image15_33,12,13,15
image15_33,13,21,15
image15_33,14,16,15
image15_33,14,15,15
image15_33,17,18,15
image15_41,0,12,15
image15_41,0,16,15
image15_41,1,4,15
image15_41,1,20,15
image15_41,2,17,15
image15_41,2,11,15
image15_41,3,8,15
image15_41,3,10,15
image15_41,4,8,15
image15_41,4,21,15
image15_41,5,7,15
image15_41,5,11,15
image15_41,6,15,15
image15_41,7,10,15
image15_41,9,16,15
image15_41,9,14,15
image15_41,9,13,15
image15_41,10,21,15
image15_41,11,18,15
image15_41,14,15,15
image15_41,17,19,15
image15_41,17,20,15
image15_41,18,19,15
image15_41,20,22,15
image19_18,0,6,19
image19_18,0,1,19
image19_18,1,5,19
image19_18,2,5,19
image19_18,2,3,19
image19_18,3,4,19
image19_18,3,5,19
image19_18,4,6,19
image18_4,0,7,18
image18_4,0,8,18
image18_4,0,14,18
image18_4,1,3,18
image18_4,1,6,18
image18_4,2,7,18
image18_4,2,8,18
image18_4,3,4,18
image18_4,3,11,18
image18_4,4,9,18
image18_4,5,12,18
image18_4,5,13,18
image18_4,6,14,18
image18_4,8,15,18
image18_4,9,13,18
image18_4,10,13,18
image18_4,10,11,18
image18_4,12,15,18
image20_45,0,13,20
image20_45,0,1,20
image20_45,1,14,20
image20_45,1,9,20
image20_45,2,4,20
image20_45,2,15,20
image20_45,3,8,20
image20_45,3,10,20
image20_45,4,11,20
image20_45,4,12,20
image20_45,5,14,20
image20_45,5,12,20
image20_45,6,8,20
image20_45,6,15,20
image20_45,7,13,20
image20_45,7,14,20
image20_45,9,10,20
image20_45,11,15,20
image20_45,12,13,20
image8_46,0,4,8
image8_46,0,3,8
image8_46,1,5,8
image8_46,1,4,8
image8_46,2,3,8
image8_46,3,5,8
image8_46,4,5,8
image8_46,0,6,8
image16_18,0,9,16
image16_18,0,3,16
image16_18,1,6,16
image16_18,1,5,16
image16_18,2,4,16
image16_18,2,7,16
image16_18,3,5,16
image16_18,4,11,16
image16_18,5,11,16
image16_18,6,8,16
image16_18,7,10,16
image16_18,8,9,16
image16_18,10,11,16
image16_29,0,7,16
image16_29,0,3,16
image16_29,1,7,16
image16_29,1,8,16
image16_29,2,4,16
image16_29,2,5,16
image16_29,3,9,16
image16_29,3,11,16
image16_29,4,11,16
image16_29,5,6,16
image16_29,6,11,16
image16_29,8,10,16
image16_29,9,10,16
image16_29,9,12,16
image5_45,0,5,5
image5_45,0,7,5
image5_45,1,13,5
image5_45,1,3,5
image5_45,1,19,5
image5_45,2,15,5
image5_45,2,18,5
image5_45,3,17,5
image5_45,4,15,5
image5_45,4,16,5
image5_45,4,12,5
image5_45,5,8,5
image5_45,6,14,5
image5_45,6,18,5
image5_45,7,8,5
image5_45,9,11,5
image5_45,9,19,5
image5_45,10,12,5
image5_45,11,18,5
image5_45,11,16,5
image5_45,13,14,5
image3_9,1,4,3
image3_9,2,3,3
image21_28,0,8,21
image21_28,0,4,21
image21_28,1,9,21
image21_28,1,10,21
image21_28,2,12,21
image21_28,2,11,21
image21_28,3,8,21
image21_28,3,7,21
image21_28,3,4,21
image21_28,4,6,21
image21_28,5,11,21
image21_28,5,12,21
image21_28,6,7,21
image21_28,9,13,21
image21_28,10,13,21
image4_27,0,6,4
image4_27,0,4,4
image4_27,1,6,4
image4_27,1,2,4
image4_27,2,5,4
image4_27,3,7,4
image4_27,3,5,4
image4_27,4,7,4
image4_27,4,5,4
image1_10,0,6,1
image1_10,0,3,1
image1_10,1,4,1
image1_10,1,2,1
image1_10,2,7,1
image1_10,3,4,1
image1_10,3,7,1
image1_10,4,5,1
image1_10,5,6,1
image1_10,2,8,1
image6_2,0,6,6
image6_2,1,3,6
image6_2,1,7,6
image6_2,2,7,6
image6_2,4,5,6
image6_2,6,7,6
image12_47,0,16,12
image12_47,0,13,12
image12_47,1,10,12
image12_47,1,3,12
image12_47,1,2,12
image12_47,2,7,12
image12_47,3,16,12
image12_47,4,17,12
image12_47,5,14,12
image12_47,5,8,12
image12_47,6,8,12
image12_47,7,17,12
image12_47,8,9,12
image12_47,9,15,12
image12_47,11,16,12
image12_47,11,14,12
image12_47,12,13,12
image12_47,12,17,12
image12_47,12,15,12
image2_26,0,6,2
image2_26,0,7,2
image2_26,1,5,2
image2_26,1,2,2
image2_26,2,4,2
image2_26,3,7,2
image2_26,3,4,2
image2_26,4,5,2
image2_26,6,8,2
image2_26,7,8,2
image11_7,0,14,11
image11_7,1,11,11
image11_7,1,12,11
image11_7,1,3,11
image11_7,2,6,11
image11_7,3,14,11
image11_7,3,4,11
image11_7,4,5,11
image11_7,4,13,11
image11_7,5,16,11
image11_7,5,15,11
image11_7,6,9,11
image11_7,6,15,11
image11_7,7,10,11
image11_7,8,16,11
image11_7,9,11,11
image11_7,10,15,11
image11_7,10,11,11
image11_37,0,11,11
image11_37,1,15,11
image11_37,1,4,11
image11_37,1,17,11
image11_37,2,16,11
image11_37,2,17,11
image11_37,3,14,11
image11_37,5,8,11
image11_37,5,13,11
image11_37,6,12,11
image11_37,7,15,11
image11_37,8,12,11
image11_37,9,10,11
image11_37,9,12,11
image11_37,9,14,11
image11_37,10,11,11
image11_37,11,13,11
image11_37,13,17,11
image11_37,14,15,11
image3_31,0,2,3
image3_31,0,3,3
image3_31,2,4,3
image3_31,3,4,3
image3_31,1,6,3
image21_14,0,6,21
image21_14,0,3,21
image21_14,1,12,21
image21_14,1,14,21
image21_14,1,5,21
image21_14,2,8,21
image21_14,2,5,21
image21_14,3,16,21
image21_14,4,9,21
image21_14,4,11,21
image21_14,5,13,21
image21_14,6,16,21
image21_14,7,12,21
image21_14,7,8,21
image21_14,9,15,21
image21_14,10,14,21
image21_14,10,13,21
image21_14,11,15,21
image21_14,4,17,21
image15_31,0,2,15
image15_31,0,22,15
image15_31,1,9,15
image15_31,1,11,15
image15_31,2,18,15
image15_31,2,20,15
image15_31,3,12,15
image15_31,3,23,15
image15_31,4,15,15
image15_31,4,23,15
image15_31,5,8,15
image15_31,5,12,15
image15_31,6,23,15
image15_31,6,7,15
image15_31,7,16,15
image15_31,8,21,15
image15_31,8,19,15
image15_31,9,17,15
image15_31,10,19,15
image15_31,10,16,15
image15_31,11,22,15
image15_31,12,13,15
image15_31,13,21,15
image15_31,14,16,15
image15_31,14,15,15
image15_31,17,18,15
image13_28,0,5,13
image13_28,0,9,13
image13_28,0,7,13
image13_28,1,6,13
image13_28,2,3,13
image13_28,2,6,13
image13_28,4,10,13
image13_28,4,9,13
image13_28,5,6,13
image13_28,8,9,13
image17_12,0,1,17
image17_12,0,2,17
image17_12,1,5,17
image17_12,1,4,17
image17_12,2,4,17
image17_12,3,5,17
image17_12,3,4,17
image9_25,0,7,9
image9_25,0,6,9
image9_25,1,5,9
image9_25,1,3,9
image9_25,2,7,9
image9_25,2,6,9
image9_25,3,4,9
image9_25,4,5,9
image12_18,0,1,12
image12_18,0,10,12
image12_18,1,7,12
image12_18,1,3,12
image12_18,2,11,12
image12_18,2,9,12
image12_18,3,6,12
image12_18,4,9,12
image12_18,5,8,12
image12_18,5,9,12
image12_18,6,12,12
image12_18,6,10,12
image12_18,8,12,12
image12_18,10,11,12
image18_44,0,9,18
image18_44,0,6,18
image18_44,1,2,18
image18_44,1,3,18
image18_44,1,10,18
image18_44,2,4,18
image18_44,3,5,18
image18_44,4,9,18
image18_44,5,8,18
image18_44,6,7,18
image18_44,7,8,18
image18_44,9,10,18
image17_27,0,5,17
image17_27,0,1,17
image17_27,0,6,17
image17_27,1,2,17
image17_27,1,4,17
image17_27,2,5,17
image17_27,4,6,17
image1_47,0,8,1
image1_47,0,7,1
image1_47,1,3,1
image1_47,1,6,1
image1_47,2,3,1
image1_47,2,7,1
image1_47,3,8,1
image1_47,4,5,1
image1_47,4,6,1
image1_47,5,8,1
image20_49,0,13,20
image20_49,0,1,20
image20_49,1,14,20
image20_49,1,9,20
image20_49,2,4,20
image20_49,2,15,20
image20_49,3,8,20
image20_49,3,10,20
image20_49,4,11,20
image20_49,4,12,20
image20_49,5,14,20
image20_49,5,12,20
image20_49,6,8,20
image20_49,6,15,20
image20_49,7,13,20
image20_49,7,14,20
image20_49,9,10,20
image20_49,11,15,20
image20_49,12,13,20
image19_25,0,2,19
image19_25,0,5,19
image19_25,0,4,19
image19_25,1,6,19
image19_25,1,3,19
image19_25,2,4,19
image19_25,2,7,19
image19_25,3,7,19
image19_25,4,7,19
image19_25,5,6,19
image4_3,0,5,4
image4_3,0,2,4
image4_3,1,3,4
image4_3,1,5,4
image4_3,2,7,4
image4_3,2,6,4
image4_3,3,7,4
image4_3,4,7,4
image4_3,4,6,4
image14_49,0,9,14
image14_49,0,3,14
image14_49,0,8,14
image14_49,1,7,14
image14_49,2,5,14
image14_49,2,10,14
image14_49,2,7,14
image14_49,3,5,14
image14_49,4,11,14
image14_49,6,8,14
image14_49,7,11,14
image14_49,8,10,14
image14_49,10,12,14
image14_49,11,12,14
image8_34,0,3,8
image8_34,0,5,8
image8_34,2,5,8
image8_34,3,4,8
image8_34,2,7,8
image8_34,1,6,8
image12_20,0,1,12
image12_20,0,10,12
image12_20,1,7,12
image12_20,1,3,12
image12_20,2,11,12
image12_20,2,9,12
image12_20,3,6,12
image12_20,4,9,12
image12_20,5,8,12
image12_20,5,9,12
image12_20,6,12,12
image12_20,6,10,12
image12_20,8,12,12
image12_20,10,11,12
image9_41,0,5,9
image9_41,0,3,9
image9_41,1,6,9
image9_41,1,7,9
image9_41,2,5,9
image9_41,2,3,9
image9_41,4,7,9
image9_41,4,6,9
image14_3,0,10,14
image14_3,1,5,14
image14_3,2,3,14
image14_3,3,10,14
image14_3,3,11,14
image14_3,4,5,14
image14_3,4,7,14
image14_3,4,8,14
image14_3,5,6,14
image14_3,6,9,14
image14_3,6,11,14
image14_3,7,11,14
image14_3,9,10,14
image2_46,0,2,2
image2_46,1,3,2
image2_46,1,2,2
image11_9,0,14,11
image11_9,1,11,11
image11_9,1,12,11
image11_9,1,3,11
image11_9,2,6,11
image11_9,3,14,11
image11_9,3,4,11
image11_9,4,5,11
image11_9,4,13,11
image11_9,5,16,11
image11_9,5,15,11
image11_9,6,9,11
image11_9,6,15,11
image11_9,7,10,11
image11_9,8,16,11
image11_9,9,11,11
image11_9,10,15,11
image11_9,10,11,11
image17_20,0,1,17
image17_20,0,2,17
image17_20,1,5,17
image17_20,1,4,17
image17_20,2,4,17
image17_20,3,5,17
image17_20,3,4,17
image17_3,0,7,17
image17_3,0,2,17
image17_3,1,6,17
image17_3,1,5,17
image17_3,2,5,17
image17_3,3,5,17
image17_3,3,7,17
image17_3,6,7,17
image16_28,0,7,16
image16_28,0,3,16
image16_28,1,7,16
image16_28,1,8,16
image16_28,2,4,16
image16_28,2,5,16
image16_28,3,9,16
image16_28,3,11,16
image16_28,4,11,16
image16_28,5,6,16
image16_28,6,11,16
image16_28,8,10,16
image16_28,9,10,16
image17_18,0,1,17
image17_18,0,2,17
image17_18,1,5,17
image17_18,1,4,17
image17_18,2,4,17
image17_18,3,5,17
image17_18,3,4,17
image17_18,2,7,17
image21_1,0,13,21
image21_1,0,4,21
image21_1,1,12,21
image21_1,1,15,21
image21_1,2,6,21
image21_1,2,3,21
image21_1,3,14,21
image21_1,4,7,21
image21_1,5,10,21
image21_1,5,9,21
image21_1,6,14,21
image21_1,7,9,21
image21_1,7,8,21
image21_1,8,10,21
image21_1,9,13,21
image21_1,11,12,21
image21_1,11,15,21
image9_2,0,1,9
image9_2,0,4,9
image9_2,1,2,9
image9_2,2,4,9
image9_2,3,5,9
image9_2,3,6,9
image9_2,5,7,9
image9_2,6,7,9
image9_8,0,1,9
image9_8,0,4,9
image9_8,1,2,9
image9_8,2,4,9
image9_8,3,5,9
image9_8,3,6,9
image9_8,5,7,9
image9_8,6,7,9
image18_19,0,3,18
image18_19,0,7,18
image18_19,0,2,18
image18_19,1,8,18
image18_19,1,6,18
image18_19,2,11,18
image18_19,3,14,18
image18_19,4,5,18
image18_19,4,6,18
image18_19,5,8,18
image18_19,6,13,18
image18_19,7,14,18
image18_19,7,9,18
image18_19,8,10,18
image18_19,9,12,18
image18_19,10,12,18
image18_19,11,13,18
image3_26,0,4,3
image3_26,2,3,3
image4_47,0,3,4
image4_47,0,2,4
image4_47,1,3,4
image4_47,1,2,4
image2_19,0,6,2
image2_19,0,9,2
image2_19,1,4,2
image2_19,1,10,2
image2_19,2,8,2
image2_19,2,7,2
image2_19,3,6,2
image2_19,3,9,2
image2_19,3,11,2
image2_19,4,5,2
image2_19,4,8,2
image2_19,5,11,2
image2_19,7,10,2
image11_50,0,10,11
image11_50,0,1,11
image11_50,1,2,11
image11_50,1,6,11
image11_50,2,19,11
image11_50,2,11,11
image11_50,3,15,11
image11_50,3,5,11
image11_50,3,19,11
image11_50,4,13,11
image11_50,4,11,11
image11_50,7,10,11
image11_50,7,17,11
image11_50,7,18,11
image11_50,8,19,11
image11_50,9,17,11
image11_50,9,13,11
image11_50,12,16,11
image11_50,13,18,11
image11_50,14,17,11
image11_50,15,18,11
image11_50,15,16,11
image22_8,0,4,22
image22_8,0,3,22
image22_8,1,5,22
image22_8,1,2,22
image22_8,1,3,22
image22_8,3,6,22
image22_8,4,5,22
image22_8,4,6,22
image14_44,0,9,14
image14_44,0,3,14
image14_44,0,8,14
image14_44,1,7,14
image14_44,2,5,14
image14_44,2,10,14
image14_44,2,7,14
image14_44,3,5,14
image14_44,4,11,14
image14_44,6,8,14
image14_44,7,11,14
image14_44,8,10,14
image14_44,10,12,14
image14_44,11,12,14
image22_29,0,1,22
image22_29,0,4,22
image22_29,0,3,22
image22_29,0,2,22
image22_29,1,4,22
image22_29,2,4,22
image22_9,0,4,22
image22_9,0,3,22
image22_9,1,5,22
image22_9,1,2,22
image22_9,1,3,22
image22_9,3,6,22
image22_9,4,5,22
image22_9,4,6,22
image6_38,0,9,6
image6_38,0,2,6
image6_38,0,3,6
image6_38,1,7,6
image6_38,1,5,6
image6_38,1,6,6
image6_38,2,10,6
image6_38,4,5,6
image6_38,6,8,6
image5_28,0,5,5
image5_28,0,8,5
image5_28,1,11,5
image5_28,2,15,5
image5_28,2,3,5
image5_28,3,7,5
image5_28,4,11,5
image5_28,5,9,5
image5_28,6,12,5
image5_28,6,16,5
image5_28,6,13,5
image5_28,7,15,5
image5_28,8,14,5
image5_28,8,16,5
image5_28,9,16,5
image5_28,10,12,5
image5_28,10,17,5
image5_28,12,14,5
image5_28,13,17,5
image20_1,0,10,20
image20_1,1,10,20
image20_1,1,2,20
image20_1,2,7,20
image20_1,4,9,20
image20_1,4,6,20
image20_1,4,10,20
image20_1,5,8,20
image20_1,5,9,20
image20_1,6,7,20
image20_1,0,8,20
image8_42,0,4,8
image8_42,0,3,8
image8_42,1,5,8
image8_42,1,4,8
image8_42,2,3,8
image8_42,3,5,8
image8_42,4,5,8
image8_42,1,6,8
image1_7,0,6,1
image1_7,0,3,1
image1_7,1,4,1
image1_7,1,2,1
image1_7,2,7,1
image1_7,3,4,1
image1_7,3,7,1
image1_7,4,5,1
image1_7,5,6,1
image20_19,0,7,20
image20_19,0,13,20
image20_19,0,10,20
image20_19,1,8,20
image20_19,1,4,20
image20_19,1,7,20
image20_19,2,9,20
image20_19,2,5,20
image20_19,2,7,20
image20_19,3,12,20
image20_19,3,11,20
image20_19,4,12,20
image20_19,5,13,20
image20_19,5,10,20
image20_19,8,9,20
image20_19,10,11,20
image14_28,0,1,14
image14_28,0,7,14
image14_28,0,9,14
image14_28,1,11,14
image14_28,1,2,14
image14_28,3,10,14
image14_28,4,11,14
image14_28,5,7,14
image14_28,5,6,14
image14_28,5,10,14
image14_28,7,8,14
image14_28,8,11,14
image14_28,9,10,14
image14_28,1,12,14
image5_40,0,13,5
image5_40,0,19,5
image5_40,1,3,5
image5_40,1,10,5
image5_40,2,18,5
image5_40,2,13,5
image5_40,3,15,5
image5_40,4,9,5
image5_40,4,7,5
image5_40,5,20,5
image5_40,5,16,5
image5_40,6,11,5
image5_40,6,12,5
image5_40,7,8,5
image5_40,8,16,5
image5_40,8,10,5
image5_40,9,16,5
image5_40,10,20,5
image5_40,11,14,5
image5_40,12,14,5
image5_40,15,20,5
image5_40,17,18,5
image5_40,17,19,5
image6_32,0,9,6
image6_32,0,2,6
image6_32,0,3,6
image6_32,1,7,6
image6_32,1,5,6
image6_32,1,6,6
image6_32,2,10,6
image6_32,4,5,6
image6_32,6,8,6
image6_32,8,11,6
image1_19,0,5,1
image1_19,0,7,1
image1_19,1,5,1
image1_19,1,4,1
image1_19,2,8,1
image1_19,2,3,1
image1_19,3,4,1
image1_19,4,6,1
image1_19,6,7,1
image1_19,6,8,1
image15_47,0,12,15
image15_47,0,16,15
image15_47,1,4,15
image15_47,1,20,15
image15_47,2,17,15
image15_47,2,11,15
image15_47,3,8,15
image15_47,3,10,15
image15_47,4,8,15
image15_47,4,21,15
image15_47,5,7,15
image15_47,5,11,15
image15_47,6,15,15
image15_47,7,10,15
image15_47,9,16,15
image15_47,9,14,15
image15_47,9,13,15
image15_47,10,21,15
image15_47,11,18,15
image15_47,14,15,15
image15_47,17,19,15
image15_47,17,20,15
image15_47,18,19,15
image15_47,20,22,15
image20_22,0,8,20
image20_22,0,7,20
image20_22,1,2,20
image20_22,1,3,20
image20_22,2,6,20
image20_22,2,7,20
image20_22,3,4,20
image20_22,4,9,20
image20_22,7,9,20
image20_22,6,8,20
image11_38,0,11,11
image11_38,1,15,11
image11_38,1,4,11
image11_38,1,17,11
image11_38,2,16,11
image11_38,2,17,11
image11_38,3,14,11
image11_38,5,8,11
image11_38,5,13,11
image11_38,6,12,11
image11_38,7,15,11
image11_38,8,12,11
image11_38,9,10,11
image11_38,9,12,11
image11_38,9,14,11
image11_38,10,11,11
image11_38,11,13,11
image11_38,13,17,11
image11_38,14,15,11
image13_39,0,9,13
image13_39,0,4,13
image13_39,0,10,13
image13_39,1,6,13
image13_39,2,4,13
image13_39,3,5,13
image13_39,3,6,13
image13_39,4,8,13
image13_39,6,9,13
image13_39,7,8,13
image3_23,0,4,3
image3_23,2,3,3
image4_2,0,5,4
image4_2,0,2,4
image4_2,1,3,4
image4_2,1,5,4
image4_2,2,7,4
image4_2,2,6,4
image4_2,3,7,4
image4_2,4,7,4
image4_2,4,6,4
image5_26,0,4,5
image5_26,0,7,5
image5_26,1,10,5
image5_26,1,15,5
image5_26,2,6,5
image5_26,3,10,5
image5_26,3,15,5
image5_26,4,8,5
image5_26,5,11,5
image5_26,5,16,5
image5_26,5,12,5
image5_26,6,14,5
image5_26,7,13,5
image5_26,7,16,5
image5_26,8,16,5
image5_26,9,11,5
image5_26,9,17,5
image5_26,11,13,5
image5_26,12,17,5
image17_9,0,7,17
image17_9,0,2,17
image17_9,1,6,17
image17_9,1,5,17
image17_9,2,5,17
image17_9,3,5,17
image17_9,3,7,17
image17_9,6,7,17
image4_21,0,6,4
image4_21,0,4,4
image4_21,1,6,4
image4_21,1,2,4
image4_21,2,5,4
image4_21,3,7,4
image4_21,3,5,4
image4_21,4,7,4
image4_21,4,5,4
image1_33,0,6,1
image1_33,0,7,1
image1_33,1,7,1
image1_33,1,2,1
image1_33,1,8,1
image1_33,2,3,1
image1_33,3,5,1
image1_33,4,5,1
image1_33,4,7,1
image1_33,6,8,1
image13_41,0,11,13
image13_41,0,4,13
image13_41,1,7,13
image13_41,2,3,13
image13_41,2,5,13
image13_41,2,6,13
