SourceID,DestinationID,Duration,StartTime,Community,target
d8c0095b-80e5-46d6-a41b-d08750ca486e,55be7de6-f5a6-49d2-a3e6-b366ed7a8dd4,5000,1079531475000,1162,1
0bfc810c-4dae-4785-a72d-c2b1631d1428,a57be8ad-2745-436b-ba72-8a850ace0643,11000,1078070564000,610,1
dca24bfb-9a6c-41a7-abc0-4ddf556e94f5,b09993c2-1bc4-483b-8211-62dff2938131,11000,1078182261000,526,1
274ccd8f-0929-47fe-9b7d-56edabe33256,bc1d8f51-e855-4d5d-850b-3991bd56c1f2,9000,1077575335000,1730,1
a9893f35-337b-4f9a-8b2b-0d857b3fa7a8,274ccd8f-0929-47fe-9b7d-56edabe33256,6000,1077322178000,1678,1
9c8f6d45-7273-4341-bc0f-96e72dc70558,888e4fad-6e58-40f6-9728-23baaf2bc7d3,20000,1077608389000,812,1
8a1a78ae-d90b-4caf-98f3-9416a5684af1,8598bc69-032c-494f-9060-8eb1a9981128,6000,1079983427000,1891,0
7b9455ff-695c-43ce-9773-052b147dea1f,6d4acbc0-e1bb-4ca3-8a66-130d3066f2bb,17000,1077329379000,1985,1
29c45542-3a7d-420e-9f16-ee6ab715e77a,4d9ff6c4-755e-45d0-ba79-5dbbaef512c2,10000,1079141421000,1523,0
b1ec1084-050b-451f-bcb5-e19caf761867,ff7ff8b7-dcc5-4773-aa13-df7608d45650,11000,1077865017000,1827,1
df7a68c5-f366-475a-ba2b-30e3403fbac0,cb1ee239-5ebd-42dc-aa32-76a5eaaeec1c,15000,1077685858000,1827,1
d7e4fd43-557c-4c03-b5fa-f9ef3f7e1f8b,86e89271-a0fb-4340-9895-6b83e0f4478e,20000,1077608262000,556,1
b0c33b27-5bb2-4e44-81a0-d1b8158178cb,7ce8255a-e984-44ee-a4c4-513e42b00ddd,23000,1078574705000,1510,1
b91f468d-1dc2-4f59-97a8-f10ad27a9d19,4234d911-8077-4db2-918c-f2250c1540b0,14000,1078074114000,890,1
344fb463-6056-4431-9210-89b0ce9600e4,b6cb0328-0a60-475f-a112-6b3d53abf148,5000,1078073122000,612,1
979e8770-3db6-4a71-ae2d-cc49275ace07,50bbc6c9-e683-4f36-a90e-27e01cb0492e,13000,1078053401000,612,1
757bf4fd-15f4-427c-ad47-ca7f35197f0e,5ffa1783-7033-4356-bbd2-b9f66d575c4f,7000,1078864996000,1486,1
ec752043-bcf6-442e-8e99-6551e6cce427,e2b08afc-4610-435e-83c4-b557e4deefe7,21000,1077608811000,1759,1
ec40e522-457e-42d0-ab95-ee5bf95b80f2,56f550eb-144c-4a73-993c-67444e2caeca,10000,1079926183000,2143,0
c6413a0f-0362-4863-881f-01574986fbf5,2bb86ad5-956e-405b-ad6a-796c851d02b4,33000,1077587552000,1561,1
3a37df21-5cf6-4345-a81a-44c6825d939d,0b1d437b-1c47-40ad-b3f6-a8fc56019c34,21000,1077691322000,2159,0
074ff87e-e92f-495f-a283-b25709315b02,ca51e65e-bf62-4096-8205-74895a307116,3000,1078040917000,610,1
5728e7b5-4891-4137-a6c4-1443bd3d49f6,cb76c03d-072c-4968-a85e-bf6414f324b4,10000,1078300339000,802,1
b7e1f51d-dd54-459a-b863-de6cc055e745,184f1baf-0bee-4147-a932-bc5fd41430be,14000,1078043150000,611,1
6637755e-e146-4fcd-9d58-1db37214e0ed,ed74cc2b-3842-456b-81ca-eaafe1bf04e4,17000,1078301185000,802,1
79d89361-adc1-44ef-9835-4e43b9e50d08,8c6785b0-63cf-4cd5-ab9d-d751ae29b5e7,24000,1077924146000,591,1
ff6c66f3-93f5-4b4a-ba23-eeaadf180eef,34775dad-f340-4ac3-8eeb-5234f7c7d804,10000,1077589056000,2094,1
0bfc810c-4dae-4785-a72d-c2b1631d1428,979e8770-3db6-4a71-ae2d-cc49275ace07,9000,1078071088000,610,1
e2d6bb85-c1ae-4295-9a1c-9e3c4b617be6,e68a5bab-451d-4164-9924-3c5d4454615f,6000,1077064017000,1780,1
1ace51b4-ef29-4a21-bc2a-cebd87589490,0af2f9a7-b25c-4f77-9dab-907ce0f51b32,19000,1077937510000,1827,1
055db2bf-4400-4f7f-a093-84c831a02954,1b162714-d342-4f09-91ff-293a5c38b32e,20000,1078109052000,590,1
1bde1764-43b6-4d78-8238-bef1b9e31aca,222a4d44-5801-4cd6-bd08-e43cae8dd6eb,26000,1077805757000,611,1
812cdb18-7c95-4f6f-94f6-d7ad97e86ed5,f4987cac-4ddd-4519-9ebb-f61585823b7b,25000,1078636622000,1162,1
1dbcb0b5-0319-4d9f-bfbd-60339defb192,860e76a3-8b99-4a9c-b508-b1f6bca1a8b1,7000,1077573515000,2101,1
dff287ee-1d54-4d7b-86d4-6f650078aa0a,ea650023-4aac-4e7c-86f4-c74ce5a76579,20000,1077682158000,565,1
26f06258-02a5-4d43-936f-3f8078eaa5f8,3a5448e5-98bb-4f45-9a26-b8a0eed99af2,17000,1077573734000,1642,1
ec1e018e-8086-4d6d-8f08-d8ade1e41d27,f4987cac-4ddd-4519-9ebb-f61585823b7b,14000,1079067930000,1162,1
2cdd6c6d-b9f3-4c99-8298-d702a09ffeaf,31ca3873-d0c0-417f-8a90-d024264448de,20000,1078534428000,590,1
54534a24-f142-4882-af80-7aece0b01c05,1371fa9a-779e-4ee2-b2e7-41953a579961,16000,1078812122000,1162,1
4f913f95-9495-448d-88ae-2a3d06c1c668,8c6785b0-63cf-4cd5-ab9d-d751ae29b5e7,12000,1078031406000,590,1
bfc51220-bcb1-4377-9f6c-4089511c69b1,3ccbee67-7f4d-4231-b4ba-567808ca066a,8000,1077523688000,1276,1
8b824cf1-986c-42c1-b1a5-1ef5651b3551,4a980baa-c30a-4651-a3ac-1fa379e8f284,21000,1078175900000,620,1
4b843c95-f1ec-4c02-9766-b2f92cef6e44,8a47c6d7-0178-41bc-ac37-e06cbaf1a32a,7000,1077684129000,706,1
573550d2-9990-4b21-a111-38953e43c1d0,6c67f0a4-3024-4991-b80a-5e13818da0fc,7000,1078970954000,890,1
c5ccf6d3-f98a-430a-a568-ef2fc12d6a01,8d816c9d-63e0-451c-b013-c8464cfd588d,21000,1078274284000,803,1
dc971549-d878-4f22-9a65-eb659b174434,dc051b20-25e2-4282-b709-4c0c3375914b,12000,1077609480000,556,1
21b56543-383c-4b36-b083-b117e5cd7e62,37b8b8bb-436c-4d31-bf34-c5f184028121,23000,1078274271000,1769,1
3f6d60d9-dfc3-4040-8826-63e2ab72e840,a1c2b656-7b1f-42cc-ad9f-73546c13d028,10000,1078207621000,1238,1
8e15c539-e765-47e3-b5f4-be9c9cdb8569,d70a32b6-1658-4ecb-91d7-c851d60183af,16000,1078829783000,432,1
d2d666ea-197e-4faf-9b36-b1cda42bfff0,0b0fa184-f868-42b3-a37c-4f2bd9a2dfd9,4000,1077773564000,590,1
f4ff2439-3c9d-4d5e-b0ef-9607fd0d00c5,055db2bf-4400-4f7f-a093-84c831a02954,17000,1077763766000,590,1
d0dde3cc-792d-496d-a46a-b3a69ef66fc0,60429fe8-ba70-415a-9641-9f168c6024ac,6000,1077985960000,767,0
51dd0252-cbaa-4273-ad4c-0e65d03d1785,62314fa9-f24f-4d9e-b58d-50ce770a4b7f,13000,1080553088000,1328,1
e51349a6-cbff-46e5-acae-ed9b101aacab,e876442c-832d-446c-8378-2f8d3a004fe5,21000,1077639042000,1590,1
6c6caccd-f7d7-4567-a82d-69f229da8fe9,4607a692-8472-4efe-9f99-36a247a29ee7,25000,1077574755000,1104,1
e06b3b7a-dabb-4080-b932-d390243d8be9,d8f19703-535e-4aa0-9798-fa005e57d49d,24000,1077618858000,2169,1
3aa8fe41-d883-4cae-b2bc-7cebe0f09142,76a501c2-acf8-4561-a370-808b57c04d3e,9000,1077929947000,1827,1
cf4c74f6-7bf8-4759-9de5-54d6a0821b1b,c1ed9ca3-2ccb-497e-8c06-ec34e09b7112,5000,1080244766000,1891,0
3ccbee67-7f4d-4231-b4ba-567808ca066a,bfc51220-bcb1-4377-9f6c-4089511c69b1,21000,1077857402000,1276,1
78cd6b56-53a5-4a83-be2c-554411234aa9,8f9e5c6b-284c-47d0-bfc0-abbd80741ec5,14000,1077856818000,1827,1
e689347a-129b-4ac1-b1b6-08f1604b2683,970dceb7-bf01-4fb3-a55d-9d2bd1fbf00b,8000,1078298646000,1162,1
36fd3696-c115-433a-8514-b5ba6d73ed1b,1dbcb0b5-0319-4d9f-bfbd-60339defb192,5000,1077590462000,612,1
383e19d6-c860-44ff-8910-c9b8120443c8,e038ffe4-f2dc-42b5-a155-cf9ca91563bb,23000,1078129995000,802,1
c0f488e7-7e2e-4700-93ad-d895a164f326,c0a1fba7-a0dd-44dc-ad61-ca13f4520278,16000,1078982216000,802,1
82f61d92-07b9-449b-838f-cc3046dc6792,57137012-1077-4e2f-9514-aade2a6609a0,3000,1078038608000,611,1
8b824cf1-986c-42c1-b1a5-1ef5651b3551,715e26d5-db9b-4f82-96fc-17fedf35b11e,4000,1078122728000,620,1
b6cb0328-0a60-475f-a112-6b3d53abf148,4f2ea100-f115-493d-8b0c-05b61fcc4c0f,17000,1078070153000,610,1
8f5adbdc-dde3-4084-874b-c7ce6b4346af,68ff9efb-91e2-4ca3-83d4-579aec2f6a11,16000,1078301658000,591,1
1006d676-ca6b-4353-bd6f-ff6037428b61,f7ab5387-ae59-496e-9466-ce969033b0f3,4000,1079656719000,1852,0
8348e393-70ee-4272-9da3-6e08fb4a3171,a9257282-a24c-437d-a5c5-2aafa125ef4e,6000,1078034922000,1473,1
b472e34f-ac37-4cf6-bdca-cc04e5784807,4e16b08c-01c7-4cfe-828a-3f78269cb43c,20000,1077581019000,812,1
29c45542-3a7d-420e-9f16-ee6ab715e77a,0c6ad310-f87a-413b-9263-5f085d720ec6,25000,1078076449000,1523,0
7b23105a-33ec-4448-9575-615d0bf81776,93322632-e911-470a-a2b1-7b6ff182d31d,5000,1078037256000,1554,0
888e4fad-6e58-40f6-9728-23baaf2bc7d3,9c8f6d45-7273-4341-bc0f-96e72dc70558,14000,1077608246000,813,1
66b05b7d-0911-40f2-8d98-3bd47b8604ac,c5c23c81-e9ff-4c87-958b-f98ed8a957ab,10000,1077919073000,1342,1
7828066f-274f-4356-9cc4-bfb8c9d31a21,5ad06ea3-60ac-449f-92f9-ea921adf8e75,25000,1079131931000,2077,0
0bfc810c-4dae-4785-a72d-c2b1631d1428,00439d6d-fd11-40fc-b838-baaf3177b9bf,13000,1078096736000,612,1
8fbf8c19-2b0e-4987-8ddc-6baa69181c57,f806a007-0aed-4d43-8459-6e5e2fa99822,7000,1077494617000,2159,0
7b23105a-33ec-4448-9575-615d0bf81776,0b531076-240c-42a4-86e4-faf8bfaea511,5000,1079027004000,1554,0
e5199d90-f1af-42df-a6db-a927f038544a,54761bbe-606a-4180-8eeb-8ec3c0b45167,9000,1077579939000,558,1
256367f7-0e36-4bd0-a4b7-c6c4e2d9362f,feef6598-7fa8-4bf0-ae09-a8bbde7f5443,4000,1078046555000,1463,1
bfc51220-bcb1-4377-9f6c-4089511c69b1,e6dbb205-2d12-4bde-9b9a-b9aaf62f0ae1,3000,1077946032000,1276,1
df6162b5-e39b-42a7-a271-3a3a851e3801,cf0e63c7-b62d-4479-8858-887a9cebd480,28000,1078833260000,821,1
0b531076-240c-42a4-86e4-faf8bfaea511,93322632-e911-470a-a2b1-7b6ff182d31d,17000,1078801539000,1554,0
46dcde41-f994-4539-9b2c-2e26adb6b749,41119879-75ef-4f4a-8475-5926b6dab9b7,20000,1077536456000,505,1
c0a1fba7-a0dd-44dc-ad61-ca13f4520278,30ec9c37-e08d-471f-81bc-51dea06d5da4,4000,1079161918000,800,1
ccc80808-1a9f-4ea4-89f5-7fd2a775795b,c24b736f-9f2c-4303-a556-a6093b78d88d,33000,1078811521000,821,1
1067cb82-b951-4f8a-981b-0c3e05f1fcda,d70a32b6-1658-4ecb-91d7-c851d60183af,7000,1078833600000,432,1
8ecfdd98-0301-489b-ab84-c17f57940c71,86569477-8275-4827-a923-734093cd3a90,12000,1077893168000,1342,1
715e26d5-db9b-4f82-96fc-17fedf35b11e,8b824cf1-986c-42c1-b1a5-1ef5651b3551,20000,1078141555000,620,1
744b45f3-f6b1-4bce-9c5a-7f57f04a2be0,579a9b6e-8379-42e2-b6de-b66978cd66bd,10000,1077532733000,1730,1
ed6b863f-ef3a-4b40-b7f3-4340105ea89b,f4ff2439-3c9d-4d5e-b0ef-9607fd0d00c5,9000,1078214221000,590,1
d5054751-f7c2-4363-8cce-beb9517f2d99,502a9e89-62e8-4b97-81e3-9b71f759bf8d,8000,1078117282000,1505,0
66a4c4f1-eb46-4d1c-a4a6-114b93ff575b,a56d0aa6-b7ed-4690-b4dc-89d3b13650fc,6000,1077641866000,1688,1
dc24f719-95c5-4927-9c6a-9759ca17abe9,2c21caf7-e2f1-4dcc-b96a-4b2af2734807,24000,1077667950000,2101,1
d382813a-1c3b-43cf-a45e-0a86d48a69a0,da290037-aa40-4991-bb11-f6e796488e58,8000,1079561342000,1346,1
79d1c716-a0a5-46e4-b38e-64a9e0926315,bcce8d87-0400-4d41-961a-af6f73a27dc8,25000,1077687761000,2081,1
98ef7662-9284-4481-883f-e956e34c2c72,e689347a-129b-4ac1-b1b6-08f1604b2683,7000,1077887781000,1780,1
eae7d17b-97cd-4a75-9816-d29b4a2b62d6,48f288da-0272-4b57-9cb2-50b11bd58c51,13000,1078906604000,2174,0
1cfa4aff-e051-4cdc-9772-c5064a045b92,6c6b6c39-63bd-4227-bbd2-49f0979d3e1f,20000,1077655601000,2165,1
7e043225-b4eb-4433-8f00-1f01ba85052f,00d4fc46-793c-4c65-b9ca-06b8afd297b6,9000,1077623784000,621,1
4f913f95-9495-448d-88ae-2a3d06c1c668,67bb4127-80cb-4600-b852-8989eba2d8e0,18000,1078239495000,591,1
ac3cfc2d-a33b-439d-85e1-40694e01e4d2,d03f7937-084f-457c-96df-df5ec604b5bd,13000,1078298049000,590,1
e54a5e73-7dfc-472e-9882-8d4ce86d7078,954383db-4925-497d-8a35-f2f563f3e717,13000,1079927941000,1162,1
ce0cfd83-d1ef-4965-b749-5d315ec6fe51,53cae3eb-a234-4a99-b2c9-e3a107294be6,19000,1077608886000,558,1
cc917153-8762-457b-a086-229fdd5a1377,213e5e32-6a1a-4003-9585-75ab0ac0cd61,20000,1078680845000,530,1
c47874eb-b1d1-4e3e-986e-191397fe4872,9f41c562-9473-4594-9199-3ededb3dc65e,10000,1078361040000,590,1
2db4e8b4-1f1e-4c38-806e-4b6a0d3167ac,15bd0502-5c7d-438c-a7d2-b11ddb266daf,23000,1078673234000,1519,0
47a71d14-73f0-4ee6-98ec-4e454ef65d9e,91956784-f0f9-40f6-876f-1b11727fcb59,10000,1077581360000,1731,1
75e23037-60b9-44d7-93d7-419ef005dc2d,510045a7-e960-49d0-aca6-32e5baa734a2,20000,1077347222000,620,1
a1b94d52-f683-4a2a-90fb-b97eb6e9ef7f,40ee22ca-dfdb-405d-811a-3f7094c3be8a,16000,1078106214000,2084,0
93322632-e911-470a-a2b1-7b6ff182d31d,7b23105a-33ec-4448-9575-615d0bf81776,11000,1078037316000,1554,0
13c576fe-b387-46b2-9f98-fa730e301fef,ebce35f3-88a9-47c8-a175-2616aaa3c762,11000,1077332590000,2177,1
78f72303-65c8-44b9-af33-a65ad25cfe1d,c47874eb-b1d1-4e3e-986e-191397fe4872,16000,1078032533000,591,1
d31a7f2e-dac5-4fda-bcd3-56f9a769f401,77be25b5-1fc5-40ca-9c8f-ffa85c7cd717,12000,1077591787000,697,1
4b843c95-f1ec-4c02-9766-b2f92cef6e44,afe43184-4c35-494b-aa32-9fe2849e56ae,19000,1077690492000,874,1
0360b9ed-03a9-410d-9195-1165e7d6ecfd,bb701d9a-df4a-4b19-bbe1-a1f9371dc5e2,13000,1077496248000,1800,1
2f4ccf05-cfa8-4aec-aec1-4577a47b2e00,2c21caf7-e2f1-4dcc-b96a-4b2af2734807,25000,1077758207000,2101,1
294aacf1-373d-48d0-981a-748e10f1082b,97836092-1c4e-492e-a46c-f8b77af57b03,21000,1078686505000,1510,1
be4553b1-416b-4346-b432-f0d12299f72e,e6a80d7d-8f43-4d78-af06-4ddc390f2840,13000,1077685784000,1473,1
93308623-aab1-43e9-a0a3-9262f9dbf8ac,b2b6afe1-c4a8-4ed5-a316-ec62920cc8fd,21000,1077617420000,1451,0
a5f041ef-0316-44e3-9103-a6f544e068c1,68ea2e9f-a276-4731-8f7e-c4fea31adef2,21000,1077639273000,704,1
b9e27db1-dd55-40a1-bec6-119291252652,da7b6820-b99a-46d1-abe8-6d01124cb1a5,8000,1077329058000,1155,1
64d4c58b-c803-4f59-9135-6e0ca2795768,34775dad-f340-4ac3-8eeb-5234f7c7d804,19000,1077588738000,2094,1
93de60f3-e866-4c55-90e2-6e8e339aec01,06fc6591-983e-44f6-a3fc-49499105bc26,16000,1078795603000,529,1
7edf11b2-e365-4906-bbee-7510fc864d24,f4ff2439-3c9d-4d5e-b0ef-9607fd0d00c5,13000,1077874356000,590,1
41cf31df-2e60-4791-bf4e-fd7993f57f4d,d043e16f-e52c-46cc-acaf-a3423c94f333,8000,1078069034000,1377,0
f4ff2439-3c9d-4d5e-b0ef-9607fd0d00c5,79d89361-adc1-44ef-9835-4e43b9e50d08,6000,1077920136000,802,1
90687d6e-a651-43f3-9f5d-dc36b0c678b7,bb917721-c664-46ec-8338-1c6edeae5400,19000,1078305029000,671,1
d03f7937-084f-457c-96df-df5ec604b5bd,758f8ae3-2eb8-4390-a877-95a23dbbaf2a,9000,1078297140000,591,1
3300c1fc-58ea-4d92-ada9-bc9e2c64d490,2d2f3f32-bfb0-4717-8f7c-b8e648006e1d,15000,1078513587000,201,1
0a853a13-8da8-4a0e-a06e-fa53de899758,0ca093f6-baee-475a-a831-0b6dd15fb1e8,23000,1079067101000,802,1
61d0f452-2b6b-4a5f-b349-1c9ecc24dbef,66ba02d4-d3dd-4c82-86f5-da3a6f61cfb0,15000,1078982967000,1162,1
eb917401-5802-4137-a890-1c5232b3845b,8789b617-9472-4476-8669-ad841fe97958,9000,1077805741000,1451,0
ca336d9f-6a2c-41d0-998d-cf36bd930e70,a2e22159-d4f0-48db-a8c3-e75f88fba58d,20000,1077729846000,612,1
d42f1134-c017-44ad-81ad-e4f08eb749e6,c23a99ea-9d74-45ea-8924-574464c8a9cf,12000,1077682842000,1224,0
281b8541-2178-4c47-a10b-99964afcc15d,eeed5d02-0578-4a3c-b7a0-65d481ae7098,15000,1078047046000,1473,1
7fa5cb2e-e6e3-4dd7-8102-8dabe5e784aa,077e554e-ec04-419b-95f8-9dba275f4645,19000,1078214322000,1162,1
e385e6e7-a612-4633-a096-6e253e4ce266,9f9cad5f-5951-4b28-b00a-3d9e1daf7b7e,20000,1078298477000,1769,1
fe00aa01-6e06-40f4-883c-b175760ac905,955b8402-ca84-4b94-bcb8-3e1109b5cabb,10000,1077857762000,1473,1
b7e1f51d-dd54-459a-b863-de6cc055e745,ee6aa508-717e-4e83-bcc1-ec7182d889dd,12000,1078048742000,610,1
bfc78629-869f-4a65-abd0-e8e281fd8afc,735ed85e-e2ac-4d4a-a59f-deda8f881758,9000,1077687646000,1859,1
3e414fdd-d131-4ba2-b337-332f7bb7f83a,a54e6c57-1024-4d62-80ff-ac7a04080c7c,26000,1078213253000,611,1
5ee01d71-ed5d-45ac-aff4-a58dc630d94f,ded0f1b2-bae4-410d-aaad-2c6902e43984,27000,1077668392000,1186,0
5dc523ed-8b66-4cfd-a27b-e8801d01c9d8,fa3a6a21-477e-42ce-a16b-00eaa56c32bb,24000,1077675475000,1451,0
612cae4c-8d51-40ed-a1ea-77e743e398ee,46d9d4ac-b711-4431-bbb5-449af2efafb7,24000,1078039598000,2159,0
7687173a-7bd9-4bcf-ae33-280d7e554b64,be056e00-f9b2-4cbe-b984-391d11f1c330,24000,1077923835000,1827,1
68674fe1-6bd7-418d-bd68-124ec325266d,8038589f-9aa7-4c23-862f-28162d96d1bd,4000,1078871188000,1510,1
65032108-0955-4d3a-80a9-588aa38b958a,055db2bf-4400-4f7f-a093-84c831a02954,10000,1078112008000,802,1
9c86790f-cdc2-4b11-af4f-6af437b14481,1b162714-d342-4f09-91ff-293a5c38b32e,20000,1077869766000,590,1
ad7a63a6-a37c-48d0-9089-d04886fcd504,0624f1b5-eddc-4306-8904-eae8b92f4f9e,25000,1078108608000,1463,1
6ac22cbd-8d8c-4ec9-b571-816011e94a1f,3123cf45-278a-4c5e-b79c-10f6c339d25c,18000,1077580093000,1642,1
d71ef1e5-e5fa-43a8-a747-2d549820e07b,eb800d1c-e183-4d88-aa06-83f784f767b0,14000,1077731458000,1105,1
1bde1764-43b6-4d78-8238-bef1b9e31aca,222a4d44-5801-4cd6-bd08-e43cae8dd6eb,5000,1077806042000,612,1
f7b9dad6-cda3-4a0a-91db-83cb01a93a14,b719facd-375d-4e9d-a944-b666d6741d85,12000,1077675507000,1342,1
eb0a7db6-17cc-4bd0-adc6-a17d430ff98f,9f9cad5f-5951-4b28-b00a-3d9e1daf7b7e,13000,1078296943000,1769,1
cb9d35ab-1c37-4ced-a126-b901a3a4fad7,2fb828cc-c269-4cba-b3f7-a7fd0563ffb6,11000,1077613942000,2152,1
38555561-a9ae-4e44-94d9-4a1b87720e31,bae64c45-f787-4793-b7ea-77b641468ad7,11000,1077591439000,558,1
f5cb90a8-4f52-414b-90c2-6d0e9cf6acc8,9f435434-c582-463f-a3d7-7584120edf23,24000,1079561532000,800,1
ad101b3f-2cf4-484c-a935-0aed55b348b7,0c8735e7-6bce-4203-bcbd-5f01835d0613,14000,1077756261000,891,1
bc61b837-b969-4e0f-9637-cfed2ea68f38,84d89721-ed17-4510-8bed-c6e556b95b0f,18000,1077591832000,1376,1
915a1817-193b-4f12-be27-503fc370238e,7f8c6ce4-c3f7-4909-8cf0-57b2a2bd000b,22000,1078244956000,1463,1
6c6b6c39-63bd-4227-bbd2-49f0979d3e1f,a86ad34b-3a26-4b48-a31e-dfe759c3c0e5,13000,1077652563000,610,1
11be1382-dd28-4fa9-9f34-9c04f3c72a55,e3d0798f-5c33-4adb-9117-91a5398ba2aa,5000,1077759594000,698,0
50701b93-af9a-4388-9cf3-9052eea9db34,f4987cac-4ddd-4519-9ebb-f61585823b7b,12000,1078701873000,1162,1
328b7479-5018-4536-b0a1-e9b4ac7e1c72,9212945c-d51b-42ff-9531-a3af1eadb4f9,15000,1077685908000,1162,1
f806a007-0aed-4d43-8459-6e5e2fa99822,309b95d9-c69c-48bd-9944-801eb04fbf49,23000,1077708496000,1305,1
db0f4d86-210c-4614-affe-b8605d3ec848,813924d2-009d-4c7f-bcb7-d5e033714ddc,6000,1077574164000,891,1
68ea2e9f-a276-4731-8f7e-c4fea31adef2,c32f0522-35e7-4f2c-be88-5c92ceac86f7,20000,1077639392000,703,1
7e043225-b4eb-4433-8f00-1f01ba85052f,00d4fc46-793c-4c65-b9ca-06b8afd297b6,12000,1077623455000,620,1
074b1e1a-1f42-4a0c-bea1-e5ab88f43875,43adc04e-46cf-419e-9526-03aeae28e62a,26000,1077624817000,1649,1
4ab71781-026d-444f-a1a8-f2448a36f521,27fefb9f-5366-4681-a32c-9148925c4472,21000,1078990531000,1510,1
f4dea7fb-a5ef-427b-a62d-c89f3385e366,b1f4957a-dbef-4dfd-a4d7-cb597cb2289b,21000,1077856791000,591,1
dc9fcb50-e8e5-42c1-8d86-f6b14ba833bd,b3e34569-c2af-4a51-9c80-8c16047eeed8,19000,1077712101000,1305,1
38bec254-4e76-403f-bf81-f7319f7cc97f,40d9816e-19d5-4b6f-ac91-2c6445918ddb,11000,1077858372000,1400,1
d343172f-c185-48a7-a61a-1589e4f867dc,37d6a2f0-8520-4a67-9448-4cbb745f8faa,11000,1077864758000,1451,0
a9257282-a24c-437d-a5c5-2aafa125ef4e,c50d01ee-ff8e-433d-b06c-18a955f29211,12000,1078031995000,1473,1
6165a4f0-3af2-4256-9106-fcdcdf01bb2a,43960992-4c3d-4929-83de-b48cdac55621,16000,1077686086000,1490,1
11f49b17-7665-417f-867f-93334726695e,2c0dd434-f62b-4c62-95f4-af3bcfc4d974,8000,1077930173000,746,1
146cfb18-de30-44df-8afc-a2f5f2ce748e,92c44b0d-70f4-4a76-afc0-10bed42afdfa,6000,1078948614000,590,1
cfc048e8-024a-4893-a526-63c267bcd002,aa6765cb-f7c9-44c5-8e6d-436fdd2faada,11000,1077345427000,1305,1
